128835	-2349.05	2200	2099.91
10365	-569.467	-1032.16	-2950
53005	-3600	1886.36	1921.95
154755	3238.84	2200	1566.03
119285	2740.56	-2200	1388.08
146092	1352.48	2200	-1352.48
134528	-1138.93	2200	-854.201
24690	3559.17	996.567	-2950
135088	-996.567	2200	2704.97
117175	2277.87	-2200	142.367
109289	569.467	-2200	-1067.75
151004	2420.24	2200	-0
117330	2313.46	-2200	498.284
24027	3381.21	-711.834	-2950
49162	3487.99	818.609	2950
117335	2313.46	-2200	320.325
117354	2313.46	-2200	-355.917
49287	3523.58	889.792	2950
70210	3600	1352.48	2811.74
117690	2384.64	-2200	-569.467
117340	2313.46	-2200	142.367
49039	3452.39	818.609	2950
49345	3559.17	-1423.67	2950
121171	3132.07	-2200	-1138.93
89159	3600	1601.63	-2669.38
152154	2669.38	2200	177.958
84822	3600	462.692	-1423.67
137794	-427.1	2200	355.917
106361	-71.1834	-2200	-2562.6
138631	-249.142	2200	-71.1834
69076	-3600	391.509	-2740.56
132317	-1601.63	2200	1494.85
55677	-3600	676.242	1138.93
133350	-1388.08	2200	-35.5917
137461	-498.284	2200	462.692
137256	-533.875	2200	1886.36
49353	3559.17	-1138.93	2950
146994	1566.03	2200	1779.58
118643	2598.19	-2200	747.426
117508	2349.05	-2200	35.5917
151680	2562.6	2200	-569.467
121692	3238.84	-2200	-2064.32
121527	3203.25	-2200	-2064.32
155344	3345.62	2200	-1779.58
154589	3203.25	2200	1601.63
152794	2811.74	2200	889.792
122194	3345.62	-2200	-2313.46
70208	3600	1281.3	2811.74
114404	1672.81	-2200	-1067.75
119030	2669.38	-2200	-1281.3
148002	1779.58	2200	1138.93
48610	3345.62	-1316.89	2950
117012	2242.28	-2200	71.1834
119937	2882.93	-2200	1672.81
118501	2562.6	-2200	-71.1834
144463	996.567	2200	-2099.91
153127	2882.93	2200	783.017
152634	2776.15	2200	711.834
71576	3600	1815.18	2420.24
117360	2313.46	-2200	-569.467
118705	2598.19	-2200	-1459.26
94388	-2633.79	-2200	747.426
3046	-2704.97	1138.93	-2950
137152	-569.467	2200	-284.734
136676	-676.242	2200	-960.976
65369	-3600	-213.55	-1672.81
61838	-3600	1067.75	-640.651
110137	747.426	-2200	-1886.36
136999	-605.059	2200	-711.834
58487	-3600	0	320.325
65616	-3600	-177.958	-1743.99
127668	-2598.19	2200	2527.01
2077	-2989.7	1672.81	-2950
3535	-2562.6	1032.16	-2950
77601	3600	1743.99	676.242
139331	-106.775	2200	-1494.85
114537	1708.4	-2200	71.1834
77921	3600	0	569.467
34805	-676.242	2028.73	2950
148535	1886.36	2200	-213.55
69838	3600	1245.71	2918.52
44072	2028.73	-854.201	2950
152176	2669.38	2200	-605.059
48913	3416.8	711.834	2950
89766	3600	1316.89	-2847.34
153515	2954.11	2200	-1281.3
117511	2349.05	-2200	-71.1834
37569	142.367	-284.734	2950
88918	3600	1779.58	-2598.19
70214	3600	1494.85	2811.74
154507	3167.66	2200	-1352.48
118657	2598.19	-2200	249.142
84826	3600	605.059	-1423.67
112950	1352.48	-2200	-2171.09
117198	2277.87	-2200	-676.242
18390	1743.99	35.5917	-2950
115694	1957.54	-2200	-0
32365	-1352.48	-1637.22	2950
36334	-213.55	-462.692	2950
33324	-1103.34	1850.77	2950
45439	2420.24	-355.917	2950
69075	-3600	355.917	-2740.56
156002	3487.99	2200	-1708.4
146023	1352.48	2200	1103.34
150690	2349.05	2200	-569.467
83160	3600	-1779.58	-960.976
45079	2313.46	-35.5917	2950
154841	3238.84	2200	-1494.85
154013	3060.89	2200	-1388.08
153311	2918.52	2200	106.775
49044	3452.39	996.567	2950
119525	2776.15	-2200	-1281.3
36764	-106.775	1708.4	2950
64272	-3600	142.367	-1352.48
131812	-1708.4	2200	1850.77
137289	-533.875	2200	711.834
152462	2740.56	2200	960.976
154848	3238.84	2200	-1743.99
133824	-1281.3	2200	711.834
20734	2420.24	284.734	-2950
48384	3274.44	-605.059	2950
105973	-142.367	-2200	-498.284
33275	-1103.34	106.775	2950
151647	2562.6	2200	605.059
151320	2491.42	2200	498.284
41738	1352.48	-747.426	2950
112165	1210.12	-2200	2277.87
100900	-1245.71	-2200	-1993.13
115868	1993.13	-2200	-320.325
41596	1316.89	-1423.67	2950
117192	2277.87	-2200	-462.692
74392	3600	1352.48	1601.63
153619	2989.7	2200	889.792
117977	2455.83	-2200	960.976
49106	3487.99	-1174.53	2950
156069	3523.58	2200	1779.58
117699	2384.64	-2200	-889.792
107662	213.55	-2200	-1886.36
112742	1316.89	-2200	-640.651
117195	2277.87	-2200	-569.467
23062	3096.48	-35.5917	-2950
84195	3600	35.5917	-1245.71
116510	2135.5	-2200	320.325
81531	3600	1530.44	-462.692
46609	2740.56	1886.36	2950
79149	3600	-71.1834	213.55
42483	1566.03	-498.284	2950
56009	-3600	-640.651	1032.16
118854	2633.79	-2200	-889.792
42920	1672.81	1921.95	2950
153039	2847.34	2200	-1957.54
153187	2882.93	2200	-1352.48
118321	2527.01	-2200	462.692
152018	2633.79	2200	-854.201
63898	-3600	-35.5917	-1245.71
138137	-355.917	2200	-106.775
9740	-747.426	-1388.08	-2950
137966	-391.509	2200	106.775
63164	-3600	106.775	-1032.16
134297	-1174.53	2200	1494.85
63405	-3600	-71.1834	-1103.34
154679	3203.25	2200	-1601.63
55421	-3600	320.325	1210.12
61654	-3600	-1103.34	-605.059
63246	-3600	-1352.48	-1067.75
62784	-3600	-284.734	-925.384
56040	-3600	462.692	1032.16
143896	889.792	2200	462.692
6876	-1601.63	1743.99	-2950
8837	-1032.16	1494.85	-2950
24273	3452.39	-711.834	-2950
153272	2918.52	2200	1494.85
32004	-1459.26	-1352.48	2950
110360	818.609	-2200	1921.95
156184	3523.58	2200	-2313.46
105168	-320.325	-2200	-1210.12
78729	3600	-1886.36	320.325
140596	177.958	2200	462.692
104127	-533.875	-2200	605.059
81885	3600	996.567	-569.467
89176	3600	-2171.09	-2704.97
107880	284.734	-2200	2099.91
119772	2847.34	-2200	1672.81
49282	3523.58	711.834	2950
49286	3523.58	854.201	2950
48858	3416.8	-1245.71	2950
120622	3025.29	-2200	783.017
72815	3600	2135.5	2064.32
119609	2811.74	-2200	1601.63
144426	996.567	2200	-783.017
107238	142.367	-2200	1459.26
89927	3600	-1708.4	-2918.52
153664	2989.7	2200	-711.834
154617	3203.25	2200	605.059
48886	3416.8	-249.142	2950
102637	-854.201	-2200	783.017
144011	925.384	2200	2242.28
110827	925.384	-2200	2918.52
117262	2313.46	-2200	2918.52
16524	1210.12	-711.834	-2950
89768	3600	1388.08	-2847.34
118488	2562.6	-2200	391.509
137296	-533.875	2200	462.692
135372	-960.976	2200	-1530.44
4537	-2277.87	1672.81	-2950
132100	-1672.81	2200	-2527.01
134391	-1174.53	2200	-1850.77
63888	-3600	-391.509	-1245.71
153696	2989.7	2200	-1850.77
24837	-3559.17	1850.77	2950
125018	-3167.66	2200	2882.93
137002	-605.059	2200	-818.609
137000	-605.059	2200	-747.426
51733	-3600	391.509	2277.87
60417	-3600	-1352.48	-249.142
54782	-3600	-533.875	1388.08
49411	3559.17	925.384	2950
55539	-3600	142.367	1174.53
78674	3600	533.875	355.917
118359	2527.01	-2200	-889.792
117502	2349.05	-2200	249.142
153774	3025.29	2200	1245.71
116199	2064.32	-2200	-355.917
152006	2633.79	2200	-427.1
152339	2704.97	2200	-533.875
123189	3559.17	-2200	-2491.42
120433	2989.7	-2200	1637.22
22804	3025.29	-462.692	-2950
88302	3600	1743.99	-2420.24
5062	-2099.91	-1530.44	-2950
99878	-1459.26	-2200	-854.201
69846	3600	1530.44	2918.52
49017	3452.39	35.5917	2950
116998	2242.28	-2200	569.467
118194	2491.42	-2200	-889.792
152316	2704.97	2200	284.734
63384	-3600	-818.609	-1103.34
70497	3600	-1566.03	2704.97
119464	2776.15	-2200	889.792
48529	3310.03	177.958	2950
70837	3600	1779.58	2633.79
65125	-3600	-142.367	-1601.63
135671	-889.792	2200	-427.1
146031	1352.48	2200	818.609
26819	-2954.11	-2028.73	2950
26773	-2989.7	711.834	2950
135801	-854.201	2200	818.609
102837	-818.609	-2200	-462.692
133233	-1423.67	2200	-1743.99
102180	-960.976	-2200	-569.467
54538	-3600	-462.692	1459.26
150684	2349.05	2200	-355.917
119848	2847.34	-2200	-1032.16
95972	-2313.46	-2200	-2776.15
119347	2740.56	-2200	-818.609
113749	1530.44	-2200	-1245.71
69897	3600	-1032.16	2882.93
121184	3132.07	-2200	-1601.63
156216	3559.17	2200	2420.24
60057	-3600	-1032.16	-142.367
121519	3203.25	-2200	-1779.58
150217	2242.28	2200	-1352.48
49141	3487.99	71.1834	2950
117970	2455.83	-2200	1210.12
116703	2171.09	-2200	-676.242
37745	177.958	1601.63	2950
116189	2064.32	-2200	-0
150658	2349.05	2200	569.467
76953	3600	569.467	854.201
16357	1138.93	2099.91	-2950
16568	1210.12	854.201	-2950
18506	1779.58	-213.55	-2950
115469	1921.95	-2200	2135.5
107311	142.367	-2200	-1138.93
113711	1530.44	-2200	106.775
114186	1637.22	-2200	818.609
18859	1886.36	-783.017	-2950
42380	1530.44	213.55	2950
117832	2420.24	-2200	249.142
18755	1850.77	-106.775	-2950
21290	2598.19	-1815.18	-2950
40658	1032.16	213.55	2950
101785	-1032.16	-2200	1743.99
116467	2135.5	-2200	1850.77
131830	-1708.4	2200	1210.12
114887	1779.58	-2200	-640.651
18575	1815.18	-2135.5	-2950
45427	2420.24	-783.017	2950
48910	3416.8	605.059	2950
119150	2704.97	-2200	320.325
144289	960.976	2200	-1779.58
151633	2562.6	2200	1103.34
49368	3559.17	-605.059	2950
119153	2704.97	-2200	213.55
110819	889.792	-2200	-2669.38
134844	-1067.75	2200	-355.917
64977	-3600	-1032.16	-1566.03
136916	-605.059	2200	2242.28
134669	-1103.34	2200	-0
69313	-3600	71.1834	-2811.74
103616	-640.651	-2200	1174.53
35296	-533.875	1993.13	2950
125309	-3132.07	2200	-1601.63
39969	818.609	1957.54	2950
80456	3600	-1708.4	-177.958
